"SUBAREA","YEAR","MEAN_TEMPERATURE_200M","MEAN_GEAR_TEMPERATURE","MEAN_SURFACE_TEMPERATURE","SD_TEMPERATURE_200M","SD_GEAR_TEMPERATURE","SD_SURFACE_TEMPERATURE","N_200M","N_GEAR","N_SURFACE","SE_TEMPERATURE_200M","SE_GEAR_TEMPERATURE","SE_SURFACE_TEMPERATURE"
"Western Gulf of Alaska",1990,5.12857142857143,5.59908256880734,11.0932584269663,0.325137333621173,1.4654347991387,1.84573055932498,7,109,267,0.122890360957752,0.140363196989282,0.11295687582592
"Western Gulf of Alaska",1993,5.285,5.94677754677755,10.9246435845214,0.262126927872337,1.34373353105994,2.07200573861947,20,481,491,0.058613362945573,0.0612689752099218,0.0935083099749031
"Western Gulf of Alaska",1996,5.27142857142857,5.41482300884956,8.5599128540305,0.38606685826113,0.964388856535116,1.74448751030545,7,452,459,0.145919556628996,0.0453610361289589,0.0814257039172109
"Western Gulf of Alaska",1999,5.1535729430809,4.74562118126273,7.11425742574257,0.612516412364859,1.22100501055292,2.39294488264529,142,491,505,0.0514012354907357,0.0551031847449244,0.10648464967586
"Western Gulf of Alaska",2001,5.5600155982906,6.00025,9.84671361502347,0.216927728850131,1.18155198795932,2.05346215483025,60,400,426,0.0280052493722385,0.0590775993979661,0.0994905664874825
"Western Gulf of Alaska",2003,5.15573643294185,6.17339285714286,9.46209964412811,0.372123518068995,1.21820827518852,2.15183987205673,83,560,562,0.0408458625856035,0.0514786953460534,0.0907698865495747
"Western Gulf of Alaska",2005,5.31861527930605,5.78732876712329,10.1813993174061,0.322329772135461,1.27139409234075,2.51906482870394,109,584,586,0.0308735928260688,0.0526106618777734,0.104061608911112
"Western Gulf of Alaska",2007,4.89845025343011,4.78781725888325,8.7360197368421,0.500831039857325,1.12639539394399,2.24242498171541,112,591,608,0.0473240850115843,0.0463337152627304,0.0909423418282494
"Western Gulf of Alaska",2009,5.15757068781373,4.85212947189097,8.3320819112628,0.29877167397096,1.12256170209806,2.47441501679293,109,587,586,0.028617136260891,0.0463330799921901,0.102217142181993
"Western Gulf of Alaska",2011,5.28818878122966,5.40675105485232,8.76497890295359,0.322326102808535,1.07830655408193,2.35252491310601,75,474,474,0.0372190124446702,0.0495282603677432,0.108055047960938
"Western Gulf of Alaska",2013,5.08112021997908,5.34651741293532,9.01471321695761,0.281342059479837,1.03968646287837,2.32185442697209,59,402,401,0.0366276163367822,0.0518548476672949,0.115947876973612
"Western Gulf of Alaska",2015,5.47028429427115,6.29681647940075,10.9550561797753,0.44418552087853,1.32954913997202,1.95838570631504,98,534,534,0.0448695134168696,0.0575352182586939,0.0847476378721238
"Western Gulf of Alaska",2017,5.63826892284384,5.77602179836512,9.8866485013624,0.334849010251443,1.22482182469769,1.79658493406002,65,367,367,0.0415329081139969,0.0639351788189819,0.0937809701839429
"Western Gulf of Alaska",2019,5.58214212990292,6.47754010695187,10.3461956521739,0.531632489168806,1.20560724901176,2.02505738736125,56,374,368,0.0710423796481242,0.0623404667432739,0.105563413639396
"Western Gulf of Alaska",2021,5.43425861232817,5.67535410764873,9.30057636887608,0.307745813132263,1.11848566041188,1.97659709678623,63,353,347,0.0387723280271106,0.0595309849226058,0.106109291748921
"Western Gulf of Alaska",2023,5.43729935101875,5.47340425531915,7.88484042553192,0.240545242175829,0.872535069099524,1.77385725876354,48,376,376,0.0347197150806247,0.0449975604187567,0.0914797032259546
"Western Gulf of Alaska",2025,5.58369651739551,6.33356401384083,9.31176470588235,0.222359429729087,1.20701714101354,1.76920022734693,40,289,289,0.0351581128580036,0.0710010082949141,0.104070601608643
"Eastern Gulf of Alaska",1990,6.05714285714286,5.83428571428571,14.2917525773196,0.161834718742537,0.811250934555846,0.795996472392108,7,175,194,0.0611677741841196,0.0613248063915287,0.0571492161584853
"Eastern Gulf of Alaska",1993,5.26666666666667,5.5183908045977,14.4273224043716,0.305505046330389,1.21774250869681,1.53032243240849,3,174,183,0.176383420737639,0.092316821342592,0.11312468934553
"Eastern Gulf of Alaska",1996,5.65,5.88421052631579,13.0347150259067,0.222361067735439,0.91052816691509,1.16233737510894,10,190,193,0.0703167436990967,0.0660566560153102,0.0836668750287305
"Eastern Gulf of Alaska",1999,5.80976095283573,5.95080213903743,11.5154639175258,0.300045343571921,1.20631710839932,0.829050297065483,69,187,194,0.0361212146503184,0.0882146436125204,0.0595223424682623
"Eastern Gulf of Alaska",2001,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
"Eastern Gulf of Alaska",2003,5.58964590136437,5.92344827586207,13.8321917808219,0.255342015141554,1.04250058573814,1.1942930346534,63,145,146,0.0321700700633638,0.0865749613904289,0.0988403948195948
"Eastern Gulf of Alaska",2005,5.91784224229876,5.9747191011236,14.7810055865922,0.165101568607133,0.983008859484581,1.01747489545932,77,178,179,0.0188150699328593,0.0736796290747373,0.0760496442860406
"Eastern Gulf of Alaska",2007,5.65012345729026,5.63728813559322,13.5397058823529,0.324275507198411,0.992346490543464,0.747467765861631,59,118,136,0.0422170751399155,0.0913528991354792,0.0640948321424509
"Eastern Gulf of Alaska",2009,5.74385586233638,5.57466666666667,12.876821192053,0.166899405011977,0.663242661279032,1.37890989353229,63,150,151,0.0210273485536352,0.0541535365259735,0.112214095704195
"Eastern Gulf of Alaska",2011,5.94066053254129,5.95254237288136,13.7576271186441,0.167659229359287,1.06928459704199,1.2511469459196,48,118,118,0.0241995253006773,0.098435625934649,0.115177412167459
"Eastern Gulf of Alaska",2013,5.64088340633884,5.62222222222222,13.9383838383838,0.164436883746719,0.778480408251708,1.97224139924072,41,99,99,0.0256807267279644,0.0782402248731396,0.198217718705666
"Eastern Gulf of Alaska",2015,5.84525536264634,6.1330985915493,14.1943661971831,0.242731650329849,1.27088073727112,1.05929018438565,61,142,142,0.0310786031691966,0.106649942333628,0.0888936575763102
"Eastern Gulf of Alaska",2017,5.94404119843852,6.14210526315789,14.1681415929204,0.392858175388491,1.28420594500088,0.908419495482368,46,114,113,0.0579237778707227,0.120276906723668,0.0854569176646763
"Eastern Gulf of Alaska",2019,6.05855258675068,6.22314049586777,14.5213675213675,0.266217779525837,0.908089600074291,1.40417045457016,51,121,117,0.0372779454684189,0.0825536000067537,0.129815604447289
"Eastern Gulf of Alaska",2021,5.89747244702599,5.90333333333333,13.4366666666667,0.207842998092884,0.892539887613093,1.44681239504041,49,120,120,0.029691856870412,0.0814773716531361,0.132075297540285
"Eastern Gulf of Alaska",2023,5.71611478658073,5.8747572815534,13.5514563106796,0.25924522628234,0.693346311143898,1.25774963044179,33,103,103,0.0451288013089343,0.0683174420277293,0.123929753547461
"Eastern Gulf of Alaska",2025,5.62739478727837,6.1990099009901,13.5069306930693,0.210473898427376,1.05313769750256,1.69630524527531,31,101,101,0.0378022280958015,0.104791117542716,0.168788680499721
